date,time,city,Area,reporters occupation,description,country
14-Jun-04,09:30,Rushden,,,A 'UFO' was following an airliner.,Northamptonshire
14-Jun-04,23:15,Bridgend,,,"One object about 70ft long, with brilliant bright lights. The object changed shape, just before the sight was lost.",
21-Jun-04,17:55,Oldham,,,"One long, black, cigar shaped object.",Greater Manchester
13-Jul-04,01:00,Winchmore Hill,,,"Object was extremely large, completely circular and the lights on it were pulsating different colours.",London
14-Jul-04,23:10,Corby,,,"Bright yellow light, low level, appeared from nowhere for about ten seconds.",Northamptonshire
19-Jul-04,22:20,Wellford,,Press/Newspaper called about reports,"Ball of flames with a solid underneath, the flames went out and came on again, and then plummeted to earth.",Berkshire
28-Jul-04,,Lynton nr Exmoor,,,The object looks like a big white triangle on the horizon.,Devon
31-Jul-04,22:45,Shepton Mallet,,,"Three very strange, bright orange objects, which were quite large and going in an upward direction.",Somerset
07-Aug-04,,Greenside,,,Only reported as alien sightings above the house.,Newcastle upon Tyne
16-Aug-04,23:35,West Kilbride,,,"Five spheres spotted, flying together.",Ayrshire
29-Aug-04,03:05,Loughton,,,"The object was white, hazy and round, and there was no noise.",Essex
01-Sep-04,15:55,Glossop,,,Silver disc.,Derbyshire
02-Sep-04,23:50,Deal,,,The object was very bright and was of large proportions. Large in velocity.,Kent
04-Sep-04,14:30,White Hill,,,The object was a black cylinder rectangle shape and was the size of a house. One minute the colour was black and then changed to a silver colour.,East Hampshire
05-Sep-04,10:24,Birmingham,,,The object was about 2-3mm wide with a domed top and bottom. Was metallic in appearance.,West Midlands
05-Sep-04,15:20,Barry,,,"The object was a bright light at first and then looked like a box kite. There was no sound, wings or fuselage.",South Glamorgan
07-Sep-04,11:30,Holywell,,,"Two silvery objects, they were pulling apart and moving together and they left vapour trails as they were moving.",Flintshire
08-Sep-04,20:15,Cardiff,,,"Large flash of light which turned into a grey object descending over Cardiff bay, with trailing smoke behind it.",South Glamorgan
09-Sep-04,23:20,Dumfries,,,Spotted strange lights over the town.,Dumfries and Galloway
16-Sep-04,03:50,Iwerne Minster,,,"The object looked like a great bright light and was really intense, like a big ball of fire, rapidly moving towards the ground.",Dorset
20-Sep-04,22:00,Lutterworth,,,Flashing lights.,Leicestershire
24-Sep-04,06:30,Devizes,,,Looked like a big ball of fire coming down from the sky with a tail and sparks coming off of the end of it.,Wiltshire
24-Sep-04,06:30,Newport,,,"One object that looked like a disc, with a tail and was shiny.",Dyfed/South Wales
24-Sep-04,,Swindon,,,Saw a big orange disc going from East to West. Said the object was totally silent and moving quite slowly.,Wiltshire
30-Sep-04,21:10,Porchester,,,Just mentioned a sighting.,Hampshire
10-Oct-04,10:15,Strath Bongo/Glasgow,,,"The object looked like a wide test tube shape, that moved from the South East.",Strathclyde
10-Oct-04,22:15,Colchester,,,"Bright orange/red colour object, rapidly and randomly changing direction, from East to West.",Essex
11-Oct-04,02:35,Preston,,,The object was a round sphere like the moon and it had green and red flashing lights and was very noisy.,Lancashire
12-Oct-04,20:07,Dumfries,,,Strange lights over the town.,Dumfries & Galloway
18-Oct-04,,Wimbledon,,,A few objects.,London
06-Nov-04,21:25,Driffield,,,The object had three to four different colour lights.,East Yorkshire
09-Nov-04,,Warmington,,,"The object was very bright like the sun, and it looked like the size of a space hopper! Had flames coming off of it, so it could have been a meteorite.",Northants
11-Nov-04,14:15,Ilford,,,The object was the size of a round beach ball and black. Looked disc shaped when it became stationary in the sky. Had no wings.,Essex
19-Nov-04,08:02,Douglas,,,"The object was a silver disc, with solar panels, but turned out to be an ATR 42 - twin propeller, Euromanx aeroplane.",Isle of Man
26-Nov-04,21:00,West Kilbride,,,"Witnessed at least 25 yellow spheres, flying in groups of five, flying North over West Kilbride.",Ayrshire
29-Nov-04,17:15,Wellingborough,,,A group of lights were seen and then a buzzing noise was heard.,Northants
10-Dec-04,17:25,Broxburn/Edinburgh,,,"Ball of fire, with a tail five to seven times the diameter of the ball. Bright orange with a weaker orange tail. Meteorite?",Lothian
15-Dec-04,08:30,Lisburn/Belfast,,,Three bright lights moving in the sky.,County Antrim
27-Dec-04,17:15,Wellingborough,,,"A 'UFO' was seen, and then it changed into a bright light.",Northants
,,Leicester,,,"Three to four discs, that looked oval shape when the discs moved to the side. Moved in a triangular formation across the sky.",Leicestershire
,,Letchworth,,,"Two objects flying around the sky for about two hours, and that they were going quite slow. (Seen in December '04).",Bedfordshire
04-Jan-03,21:15,"St Clares, Nr Carmarthen",,,"White object with vivid flashing green, blue and red lights.",Dyfed
04-Jan-03,19:20,Nr Benbecula Airport,,Senior Air Traffic Control Officer,"One object with a very bright light like an aircraft's landing light, with a smaller dimmer light on top of the bright light.",
06-Jan-03,15:00,Huddersfield,,,"Three silver or white balls in the sky, joined by another two. Quite large. Travelling in a line.",West Yorkshire
07-Jan-03,21:26,Blackpool,,,"One bright white object, hovering at first, then moving quickly.",Lancashire
08-Jan-03,22:00,Coaltown of Balgonie,,,"Changing shape. Strong blue, green and red lights pulsating lights. Jumbo Jet sized.",Fife
10-Jan-03,03:00,Brighton,,,"Looked like a satellite re-entering, moving across the sky, then shot off like a shooting star.",
10-Jan-03,,Stirling,,,Two aircraft type objects flying next to each other. Both had vapour trails.,Scotland
10-Jan-03,01:00,East Dulwich,,,"Lights, that were formed in a worm shape, wriggling around in the sky.",London
11-Jan-03,23:45,Bridgnorth,,,"Oblong in shape with three vertical flashing lights, red, yellow and green, all flashing at the same time.",Salop
13-Jan-03,07:40,Dunkeld,,,"Distant object moving from side to side. Bright light, brighter than any star. Went dim from time to time.",Tayside
15-Jan-03,22:10,Cowbridge,,,"A large round disc, slightly smaller than the moon. Creamy white then changed green.",South Glamorgan
19-Jan-03,18:03,Stonehaven,,,Three bright lights forming a triangle. Hovering not moving.,Grampian
25-Jan-03,19:08,Chester,,,Twelve bright lights moving from side to side.,Cheshire
29-Jan-03,18:15,Wolverhampton,,Sgt - RAF,"Two triangular shaped objects, flying in perfect syncronisation. Low humming noise - not like a normal commercial airliner.",West Midlands
03-Feb-03,,Leyland,,,"Bright light lit up the curtains, and for a split second appeared to be heading for the window. Followed by a loud bang.",Lancashire
16-Feb-03,17:20,Birmingham,,,Object seen. Static.,West Midlands
19-Feb-03,18:30,Huntingdon,,,Like a shooting star falling to the ground.,Cambridgeshire
21-Feb-03,10:30,Penryn,,,"A circular bright light - three arms on the object, (not rotating), in the middle of it was a red light.",Cornwall
25-Feb-03,23:00,Southfields,,,"Object, not a plane, not on flight path and not a star.",London
01-Mar-03,,Northampton,,,"Two large white objects, close together, looked like jets or refuelling planes. Going at jet speed.",Northamptonshire
02-Mar-03,15:54,Pontypridd,,,"Strange object, silver and shaped like a dart.",Mid-Glamorgan
11-Mar-03,21:50,Wellingborough,,,An object high up in the sky.,Northamptonshire
30-Mar-03,20:00,Aldershot,,,A very large delta shaped formation of steady red lights - no noise.,Hampshire
30-Mar-03,,Glastonbury,,,Lights in the sky.,Somerset
31-Mar-03,09:20,,,,Two silver objects that were stationary in the sky. One seemed to be closer than the other.,London
05-Apr-03,03:58,,,,"Massive object, about the size of two football pitches, triangular shape. Took off very fast.",
07-Apr-03,02:30,Falmouth,,,One craft with three yellow lights on portside and three red lights on starboard side. Shape was between circular and triangular or Delta wing size.,Cornwall
11-Apr-03,22:21,Stansted Airport,,Captain and First Officer of an aircraft,"A ball of fire, very bright, with no colour.",Essex
23-Apr-03,18:15,Heathrow Airport,,,"A ball of light, with no colour, passed under an aircraft, front to back, very fast.",London
24-Apr-03,,Shepherds Bush,,,Crafts coming down from behind the clouds.,London
05-May-03,18:30,,,,"Saw a black triangle flying quite fast and silently, through the sky in a single direction.",
13-May-03,17:45,Belfast,,,Two objects that looked like stars.,Northern Ireland
25-May-03,23:00,Sandyford,,,The object was high and bright and had no anti-collision lights.,Lanarkshire
25-May-03,23:05,Kilmacolm,,,Large bright light.,Strathclyde
25-May-03,23:20,St. Leonards,,,Huge white ball that was glowing. (Looked like a flying jellyfish).,East Kilbride
28-May-03,07:50,Great Yarmouth,,,The object was saucer shaped.,Norfolk
30-May-03,23:25,Kingston-upon-Hull,,,A bright light in the sky.,Humberside
31-May-03,21:00,Gateshead,,,Black orb with five or six tassles underneath it.,Tyne and Wear
08-Jun-03,17:00,Wellingborough,,,White cylindrical object moving very fast up into the sky.,Northamptonshire
09-Jun-03,06:40,Isleworth,,,"Silver object as bright as a star, changed from a cylinder to a crescent moon shape, with red and silver stripes.",London
14-Jun-03,21:35,Llandrindod Wells,,,Very big red light balls hovering. One red light hung smaller and then dropped out.,Powys
14-Jun-03,15:39,Walthamstow,,,"Cylinder shaped object, with radius around it of what looked like faint stars. Thought it was metal, as light was shining off of it.",London
14-Jun-03,06:00,Girton,,,Small circular object. Blue and white translucent.,Cambridgeshire
20-Jun-03,08:35,Dunstable,,,A string of two sets of two lights.,Bedfordshire
21-Jun-03,16:43,Richmond,,,"A doughnut shaped object was spotted moving from left to right, side to side. One side was shiny and reflective, and the other black.",London
21-Jun-03,12:32,Wimbledon,,,Just said something was seen for three seconds. (Didn't specify).,London
26-Jun-03,16:28,Melksham,,,The object was a silvery white colour and non reflective in the sunshine.,Wiltshire
28-Jun-03,23:22,Glastonbury,,,Orange lights moving as a group in a circular motion. Moved slowly along.,Somerset
08-Jul-03,20:00,Hereford,,MOD Police,A stationary triangular object was seen. The object remained stationary for about 30 minutes at quite a height.,Herefordshire
12-Jul-03,22:05,Rhonda,,,"Two round objects with legs, which were black and spinning.",Mid-Glamorgan
13-Jul-03,,Wellingborough,,,Saw a ball of light in the sky.,Northamptonshire
13-Jul-03,20:30,Winterley,,,"Appeared like a star, possibly a balloon.",Cheshire
14-Jul-03,21:30,,,,Saw the biggest white light that the witness had ever seen before. It shot off across the sky and then disappeared.,Northamptonshire
15-Jul-03,03:25,Bermondsey,,,Assumed object to be a shooting star at first. No trail behind.,London
15-Jul-03,21:40,Galston on Sea,,,"Disc like object, moving in the sky slowly, poised once and headed in a NE direction.",Norfolk
15-Jul-03,00:30,Malvern,,,One light was seen. Erratic movement and stationary.,Worcestershire
20-Jul-03,23:05,Bridlington,,,"Bright white star like light. Moved from side to side, up and down and in circles.",East Yorkshire
22-Jul-03,,Bridlington,,,Silver or white object. Moved at an unbelievable speed.,East Yorkshire
27-Jul-03,18:00,Gravesend,,,Silver ball up in the sky for about an hour. Disappeared and then returned again about an hour later.,Kent
04-Aug-03,21:00,Wellingborough,,,A brilliant orange ball of light seen 2000ft up in the sky.,Northamptonshire
08-Aug-03,22:35,West Kilbride,,,"A star shaped object. Witness watched for a few minutes, then it dropped from the sky like a bomb.",Ayrshire
10-Aug-03,23:15,West Kilbride,,,Could see a few round spheres.,Ayrshire
13-Aug-03,22:55,Maesteg,,,"Roundish, football shaped. Flashing lights-multi coloured. The lights were on top, then moved around the object.",Mid-Glamorgan
14-Aug-03,18:00,Southfleet,,,"Unusual object, with flashing lights but not like an aircrafts, more like reflections from the sun. No trail.",Kent
14-Aug-03,23:57,Worcester,,,"Very bright white light, bigger than a star, but quickly diminishing in size until it completely disappeared.",
14-Aug-03,23:09,Newport,,,Orange circular object seen. Stayed stationary.,Gwent
16-Aug-03,21:00,Amesbury,,,Flying saucer shaped object.,Wiltshire
17-Aug-03,23:45,Bonnybridge,,,Just said a sighting.,Central
19-Aug-03,23:30,St Seithins,,,"Object with two white lights and one red and one orange in the middle, both flashing.",Perthshire
21-Aug-03,14:00,Lincoln,,,"The object was cigar shaped, grey in colour with domed ends, was silent and very slow.",Lincolnshire
27-Aug-03,23:00,Worcester,,,"A helium type balloon, size of a moon, with flashing blue and red lights, moving north along the line of the A38 over the area south of Worcester.",Worcestershire
03-Sep-03,21:35,Wellingborough,,,An orange ball seen about 2000ft up in the sky.,Northamptonshire
04-Sep-03,23:40,Todmorden,,,"There were six lights that split, at one point becoming eight lights, that were orange and red in colour.",West Yorkshire
13-Sep-03,21:40,Heckmondwike,,Senior Curator/Royal Armouries Museum,"Two circular objects, about half the apparent size of the moon, that were a very dull yellow.",West Yorkshire
13-Sep-03,22:40,Manchester,,,"Round, white lights in the sky.",Gtr Manchester
13-Sep-03,20:15,Great Yarmouth,,,Bright as Mars. White light. Dim brightness. Moved in a South East direction.,Norfolk
17-Sep-03,20:45,Northampton,,,"Two small, star size objects, much darker orange or rust colour, followed by another two, doing manoeuvres.",Northants
17-Sep-03,21:00,Northolt,,,"One object. White brilliant light, flickering yellow and red. Extremely brighter than other stars around it. Moving from side to side.",London
18-Sep-03,03:00,Wimbledon,,,"Triangular object, copper coloured. Hovered over the house for about a minute then disappeared.",London
19-Sep-03,22:30,Ashby De La Launde,,,"The object was spinning whilst stationary, while above a house.","Nr Digby, Lincolnshire"
22-Sep-03,,Hove,,,"A red unidentified flying object, definitely not an aeroplane.",East Sussex
24-Sep-03,19:25,Barry,,,"Saw an unusual object, falling from a cloud, like it was burning, and was very fast. Was viewed for five minutes.",South Glamorgan
24-Sep-03,20:45,Northampton,,,"Saw two pairs of objects, that were not recognisable as aircraft and were purple in colour.",Northamptonshire
14-Oct-03,06:56,Whitney,,,"Very large object, lights were flashing on it.",Oxfordshire
26-Oct-03,21:06,North Wirral,,,"There were two objects travelling side by side overhead, and were a dull red colour.",Merseyside
05-Nov-03,16:30,Southbound on the A11,,Assistant Secretary/RAF Dependants Fund,Two bright lights in the sky.,
17-Nov-03,02:25,Bromley,,Police Officers/Police helicopter crew,There were 20-30 red flashing lights in the sky accompanied by a whirring noise.,Kent
25-Nov-03,14:25,Wem,,,A strange bright orange/red light in the sky.,Shropshire
01-Dec-03,,Woodbridge,,,"Looked like an unusual aircraft, but with strange lights.",Suffolk
02-Dec-03,01:20,Aylesbury,,,"Nothing was seen, but a loud noise was heard, like a balloon letting out air.",Buckinghamshire
02-Dec-03,01:30,Thame,,Editor of a newspaper,"A loud noise like a hot air balloon was heard, but nothing was seen.",Oxfordshire
17-Dec-03,19:15,Wokingham,,,The object was black/dark with lights along the side and a weird strobe light. Was about 60 ft across. Very high in the sky.,Berkshire
29-Dec-03,01:50,Nr Barnton Park,,,A steady bright light in the sky resembling the front of a helicopter.,Edinburgh
,,Ashburton,,,(Seen for six weeks - Feb/March 2003). Two strange lights in the sky.,Devon
,,Wellingborough,,,"(Seen for three weeks in Feb 2003). Very bright white light with about five other lights around it, that were moving. Looked like a barrage balloon from World War 2.",Northamptonshire
,,Wigan,,,"(Seen 2003). 17 spaceships. V shaped, oblong, wings and different colours. Could see green aliens with cream coloured bellies.",Lancashire
01-Jan-02,22:30,St. Andrews,,,A glowing white light that was flashing.,Fife
09-Jan-02,23:30,Swansea,,,"Green, circular object, that was hovering in its position.",West Glamorgan
15-Jan-02,18:00,Preston,,,"White and red flashing lights, looked like they were zig-zagging, then they came to a stop. Hovered, then moved away.",
19-Jan-02,02:00,Urmston,,,"One spherically shaped object, that was white and very bright. The object moved at speed in a straight line, then disappeared.",Greater Manchester
24-Jan-02,16:12,Cromer,,,Eight to nine lights that looked like they were close and then they separated. Not too bright. Were like large fireworks.,
27-Jan-02,19:25,Leeds,,,"Four small bright, white lights that looked like headlamps.",West Yorkshire
28-Jan-02,03:00,Telford,,,Three triangle shaped object. Looked like the Mitsubishi car sign. Middle triangle was brighter than the other two.,Shropshire
06-Feb-02,19:05,Narborough,,,One globe with attachment that was white and very bright.,Leicestershire
13-Feb-02,22:19,Enfield,,,Twenty silver balls with an orange tinge were seen flying West of Enfield Wash.,Middlesex
14-Feb-02,21:11,Rock,,,White lights.,Shropshire
14-Feb-02,11:05,Corby,,,"A silver object was seen, that appeared to be flying quite low. It was followed by two aeroplanes, with streams of light behind them.",Northamptonshire
15-Feb-02,15:56,Richmond,,,"Very odd flashing light on a moving object, spinning above London, in the Westminster area.",
16-Feb-02,22:50,Walton-on-Thames,,,"One oval disc seen, with green and red flashing lights.",Surrey
22-Feb-02,22:30,Leven,,,"One object, a white ball which flashed and became very bright.",Fife
23-Feb-02,21:40,Cirencester,,,"One quite bright, semi circle object seen, moving across the sky in a straight line.",Gloucestershire
24-Feb-02,19:00,Newport,,,"One large and three smaller triangular objects seen, with bright red and blue flashing lights.",Gwent
27-Feb-02,Harrow,Middlesex,,,,The witness just said it was a UFO.
28-Feb-02,22:50,St. Austell,,,Was a flying triangle - 100ft from the base of the triangle to the apex. Had red lights on the right and blue lights on the left.,Cornwall
01-Mar-02,20:00,Lancaster,,,Six round shimmery spheres were seen racing across the night sky.,Lancashire
02-Mar-02,20:40,Weston-super-Mare,,,"Large, numerous lights were seen that were white and very bright. They were wheel shaped.",Somerset
05-Mar-02,21:50,Ripley,,,"Large triangle shaped object - large white light on front, on each 'tip' - a white light and in the centre, a group of four static red lights.",Derbyshire
07-Mar-02,19:45,Hornchurch,,,"Two semi circular, elliptical shapes dully illuminated yellow and white. There was a faint murmur.",Essex
13-Mar-02,20:05,Shotts,,,A saucer shaped object with a white tail. Was the brightest thing the witness had ever seen.,Strathclyde
14-Mar-02,00:30,Leicester,,,The object appeared larger than a star and was circular. It then turned and looked diamond shape. Had a blue light at the top.,Leicestershire
25-Mar-02,18:50,Newport-on-Tay,,,One bright orange/red cigar shaped object that was seen over the sea.,Fife
31-Mar-02,02:15,Scunthorpe,,,"Two lights were circling around each other. They were yellow, red, green and blue in colour.",Humberside
Apr-02,Wisborough Green,Wiltshire,,,,"One cylindrical, upright object that was grey and had light grey stripes."
07-Apr-02,21:30,Walton-on-Thames,,,One round object with red and green flashing lights. Bobbing from side to side.,Surrey
07-Apr-02,01:50,Scawby,,,"The witness saw a blue light, then yellow shooting stars, followed by a loud bang.",Humberside
08-Apr-02,22:00,Walton-on-Thames,,,One small disc shaped object with red and green flashing lights.,Surrey
08-Apr-02,08:35,Port Talbot,,,"One large, round, very bright green object going very fast to the East.",West Glamorgan
15-Apr-02,03:30,Nottingham,,,Three silver triangular objects in a triangle formation. Was closely followed by a Police helicopter.,Nottinghamshire
15-Apr-02,21:50,Worcester,,,"One big, round, bright star - object that was coloured yellow and red. Moved upwards.",Worcestershire
13-May-02,22:00,Addlestone,,,"One very big circular object, that was white and very bright.",Surrey
15-May-02,02:15,Uckfield,,,One object with red and green flashing lights.,East Sussex
27-May-02,12:45,St John's Wood,,,"An object was seen floating up and down and the sun was shining off of it. Also, there were two black dots moving quickly.",London
30-May-02,01:50,Dumfries,,,"One object that was white and very bright. It was moving vertical, very fast.",
31-May-02,03:40,Stamford,,,"Object with two white lights on the front, a flashing blue light on one side and a purple one on the other.",Lincolnshire
31-May-02,18:30,Woking,,,"Sausage shape object, that was twenty times larger than a normal aircraft. Had different colours.",Surrey
31-May-02,23:00,Harlow,,,"Two very large disc type aircraft, that were white and had a dull glow.",Essex
03-Jun-02,23:40,Keighley,,,One large object/aircraft that had a bright white light. Was moving from West to East.,West Yorkshire
04-Jun-02,03:20,Llansamlet,,,"Six objects were seen omitting a bright, white light. They travelled at a slow, steady speed.",West Glamorgan
10-Jun-02,01:30,Carron,,,"One flashing object that had blue, green, yellow and red lighting.",Morayshire
22-Jun-02,01:00,Greenford,,,"The object was an oval shape. Was light, almost white in colour. Looked like it was rolling through the sky. It was rotating.",Middlesex
14-Jul-02,18:15,London,,,,One pin point object seen that was very bright and was metallic that was reflecting the sunlight. Left a vapour trail behind.
28-Jul-02,20:55,Nr Salisbury,,,Saw a bright red light. It vanished after five minutes.,Wiltshire
03-Aug-02,,,,,,"The witness said it looked like there were Harriers following moving lights, over the village after dusk."
10-Aug-02,23:00,,,,,Lights circling and then reversing direction every few minutes.
12-Aug-02,22:00,Hull,,,"One purple and white pulsating jelly fish like object, with smaller light circles surrounding it. A smaller hazy object was attached.",East Yorkshire
13-Aug-02,00:50,Ruislip Manor,,,"Three balls of light, stuck together. They were red, blue, yellow and white. Very still and very bright.",Middlesex
15-Aug-02,21:55,Milton Keynes,,,Glowing orange boomerang shaped object. Was moving very fast.,Buckinghamshire
16-Aug-02,20:12,Brighton,,,"Big flying object, looked like a glider, but when viewed on the camcorder, looked like a big horse tumbling around.",East Sussex
17-Aug-02,21:45,Hull,,,"Series of neon lights (between neon and gold) in two lines - objects were boomerang shaped, in a V formation.",East Yorkshire
20-Aug-02,11:00,,,,,"Green light coming down from the sky, had never seen anything like it before."
21-Aug-02,11:00,Fortrose,,,Small torpedo shaped object with a white or silver triangular reflector to one side.,Highlands
22-Aug-02,22:25,Heathfield,,,Aerial lights seen in the sky.,East Sussex
22-Aug-02,21:30,Shropham,,,Aerial lights seen in the sky.,Norfolk
22-Aug-02,22:25,Heathfield,,,Anomalous aerial lights were seen.,East Sussex
22-Aug-02,Shropham,,,,,
26-Aug-02,Dundee,,,,,
29-Aug-02,Leicester,,,,,
01-Sep-02,Leicester,,,,,
05-Sep-02,Wisborough Green,,,,,
10-Sep-02,Hamilton,,,,,
10-Sep-02,Tibbermore,,,,,
11-Sep-02,Kirkcaldy,,,,,
18-Sep-02,Halstead,,,,,
19-Sep-02,,,,,,
19-Sep-02,Bradford,,,,,
23-Sep-02,Huddersfield,,,,,
23-Sep-02,St John's Wood,,,,,
30-Sep-02,Exeter,,,,,
30-Sep-02,Cannock,,,,,
03-Oct-02,Exeter,,,,,
04-Oct-02,Everett,,,,,
04-Oct-02,Southend,,,,,
17-Oct-02,Hull,Two Police Officers,,,,
23-Oct-02,Woodbridge,,,,,
25-Oct-02,Liverpool,,,,,
Nov-02,Walcott,,,,,
02-Nov-02,Gors-goch,,,,,
02-Nov-02,Llanerchymedd,,,,,
07-Nov-02,Wolverhampton,,,,,
09-Nov-02,Lechlade,,,,,
11-Nov-02,Nottingham,,,,,
14-Nov-02,Saddleworth Moor,,,,,
15-Nov-02,Eyam,,,,,
15-Nov-02,Liverpool,,,,,
24-Nov-02,Bohuntine,,,,,
28-Nov-02,Cardiff Docks,,,,,
09-Dec-02,Bishop's Stortford,,,,,
10-Dec-02,Stoke-on-Trent,,,,,
16-Dec-02,"M62, Near Rothwell",,,,,
18-Dec-02,Coningsby,,,,,
19-Dec-02,Chaldon,,,,,
19-Dec-02,Notting Hill,,,,,
19-Dec-02,Brighton,,,,,
19-Dec-02,Newton Abbott,,,,,
24-Dec-02,Aylesbury,,,,,
28-Dec-02,"On A31, nr Hogsback",,,,,
29-Dec-02,7 miles past Lancaster,,,,,
,Solihull,,,,,
,Welwyn Garden City,,,,,
,Television Studio,,,,,
04-Jan-01,03:30,Teignmouth,,,"Bright, flashing lights. Moving to the South.",Devon
05-Jan-01,17:15,Ogwen Valley,,,"Like a shooting star, but with a burning tail. About the size of a military aircraft. It looked like it was heading towards the ground.",North West Wales
05-Jan-01,17:30,Hunmanby,,,"Twelve objects, pulsating coloured lights. The objects split and moved in different directions.",North Yorkshire
09-Jan-01,14:45,Humberside,,,"A silver, cigar shaped object. Was moving near a military aircraft. Was stationary at first.",East Yorkshire
10-Jan-01,18:22,Norwich,,,"One object that looked a bit like a star at first. It then split into about half a dozen lights, before cloud crossed over them.",Norfolk
10-Jan-01,18:30,Dundee,,,Two objects. The first was triangular in shape and had three orange lights. The second was a bright white light.,Scotland
10-Jan-01,22:30,Chelmsford,,,"650-700 objects - appearance of clusters of stars. White and very bright. Arc from horizon to horizon, East to West.",Essex
11-Jan-01,11:20,Swinton,,,Round silver ball. The object was moving horizontally.,Manchester
11-Jan-01,20:29,Blackpool,,,"White light flashing. Was a round shape. Was stationary, moved West and then disappeared.",Lancashire
12-Jan-01,21:15,Tottingham,,,Seven objects flying in arrow formation. They were moving at high speed from South to North.,East Yorkshire
12-Jan-01,23:20,Bootle,,,"One object, aircraft type shape. Dark red in colour, quite dim. No sound. Very high up. Moving in fast, small movements.",Merseyside
12-Jan-01,21:00,25-30 miles over Bath,,RAF Pilot,"One object, triangular in shape. Mainly stationary.",Somerset
13-Jan-01,05:22,Farnborough,,,Bright lights were seen in the sky. Then followed what looked like people climbing down webbing into the house.,Hampshire
13-Jan-01,19:00,Liverpool,,,One square shaped object. Orange light in the middle. Was moving from South to the North and then to the West.,Merseyside
14-Jan-01,21:00,Tarleton,,,A flashing red and blue pulsing light was seen. Then the object glowed orange and started to move towards the ground.,Lancashire
15-Jan-01,16:00,Reading,,,A bright light that was changing shape and moving fast. Was white in colour. Erratic movements.,Berkshire
15-Jan-01,07:30,Kirkcaldy,,,"Single object, bright, white light that appeared to be moving North. The object went very bright like an explosion.",Scotland
15-Jan-01,18:00,Southfields,,,"Very large white light, which turned the sky blue.",London
20-Jan-01,08:20,Girvan,,,"White flashing ball, with orange trails. Falling.",Ayrshire
20-Jan-01,01:15,Canvey Island,,,"Seven foot, silver dome, with a blue glow. Was climbing vertically in the sky, in stages.",Essex
24-Jan-01,17:00,Battle,,,"One round, star shaped object, with one, white flashing light. Very bright. Stationary, but quivering.",East Sussex
24-Jan-01,19:05,"Bush Hill Park, Enfield",,,"Bright, silvery light. Delta shape. Very bright. Stationary, then circling, then moving back and forwards.",Middlesex
25-Jan-01,16:40,St Andrews,,,Strobe effect lighting. One above the other. The object moved very fast.,Fife
28-Jan-01,20:20,Liverpool,,,An orange object was seen to do circuits around the Liverpool area. There were flames coming out the front with burning bits falling off of it.,Merseyside
28-Jan-01,20:20,Childwall/Liverpool,,,"An object, was moving slowly from left to right. The object had an orange glow. Had lights on it.",Merseyside
28-Jan-01,09:34,Folkestone,,,"A silver spin top, bobbing at a height of 300 feet. Was about the size of a football.",Kent
29-Jan-01,12:25,Dundee,,,"One object, the size of a pin dot. Bright and shiny.",Scotland
31-Jan-01,21:10,South Clifton,,,"One object, size of a helicopter. Red and white stripes/lights, with wings like a Phantom. Stationary then darted about the woods.",Nottinghamshire
04-Feb-01,04:00,,,,"Object was a tri-angle shape, like an inverted ice cream cone. The object disappeared down a country lane.",South Wales
06-Feb-01,06:00,St Columb,,,"Big, bright light in the sky. Was making circular movements and then it hit the ground.",North Cornwall
07-Feb-01,19:00,Dumbarton,,,Elliptical and bright like a star. Movement within object. Moving slowly.,Scotland
07-Feb-01,10:00,Morecambe Bay,,,Lights in the sky. Like three triangles.,Lancashire
07-Feb-01,19:40,Caernarfon,,,"It initially looked like a star. Looked like it was going to crash into the witness's house. Was a green colour, with red on the side.",North Wales
07-Feb-01,19:45,"Amlwch, Anglesey",,,"One object, with a blue glow, which then turned green. It broke up and left smoke. It seemed very large.",North Wales
08-Feb-01,19:30,,,,"Object, burning up in the sky, breaking into two-three pieces, looked like a shooting star, but lower in sky. Turned green.",Staffordshire
08-Feb-01,20:00,Preston,,,"Orange ball in the sky, looked to be on fire. Was coming from an Easterly direction.",Lancashire
08-Feb-01,19:40,Lincoln,,,The object looked like a rocket. Had a white/orange glow.,Lincolnshire
08-Feb-01,19:20,Duffield,,,"Large blue, fluorescent, cigar shaped object. The object hovered and then moved away quickly.",Derbyshire
08-Feb-01,19:42,Wrangle,,,"Bright ball one end, about the size of a tennis ball, which was lit up. Behind it, a long tail tapered off with a smaller ball at the end of the object.",Lincolnshire
08-Feb-01,19:45,Scunthorpe,,,White ball of light. Was moving from West to East. Stopped and then went up into the sky vertically.,Lincolnshire
08-Feb-01,19:40,Aldborough,,,"One, main object which was very bright. White in colour. Stationary",East Yorkshire
08-Feb-01,19:40,,,,A huge fireball streaking across the skies of West Yorkshire.,West Yorkshire
09-Feb-01,20:23,Kiltarlity,,,One multi-coloured object. Round at the front and tapered towards the tail. Was moving from left to right.,Inverness-Shire
09-Feb-01,06:15,Slough,,,Three elongated objects. They all had a white light at each end. They hovered and then moved in formation to the North.,Middlesex
09-Feb-01,20:35,Stevenage,,,"One object, shaped like a half circle. There were three lights on it, changing from white to green to red. Whirring sound.",Hertfordshire
09-Feb-01,07:30,South Kirkby,,,"A large orange ball, with a triangle like structure inside it and two white lights at the edge.",West Yorkshire
